date,HomeTeam,AwayTeam,B365H,B365D,B365A,BWH,BWD,BWA
2018-04-22,Cadiz,Sp Gijon,2.5,2.89,3.1,2.6,2.85,3.1
2018-04-22,Granada,Leonesa,1.6,3.75,5.75,1.6,3.8,5.75
2018-04-22,Lugo,Lorca,1.66,3.6,5.25,1.67,3.7,5.25
2018-04-27,Reus Deportiu,Zaragoza,2.87,2.87,2.75,2.85,3.0,2.65
2018-04-28,Almeria,Barcelona B,2.6,3.25,2.7,2.55,3.25,2.8
2018-04-28,Huesca,Granada,1.95,3.5,3.79,2.0,3.3,3.9
2018-04-28,Osasuna,Lugo,1.53,3.75,7.0,1.55,3.8,6.75
2018-04-28,Sevilla B,Alcorcon,3.6,3.0,2.2,3.5,3.0,2.25
2018-04-28,Valladolid,Cadiz,2.04,3.25,3.75,2.1,3.2,3.7
2018-04-29,Leonesa,Cordoba,2.37,3.25,3.0,2.35,3.3,3.0
2018-04-29,Lorca,Gimnastic,3.0,3.1,2.45,2.85,3.2,2.55
2018-04-29,Numancia,Oviedo,2.0,3.2,4.0,1.91,3.3,4.2
2018-04-29,Sp Gijon,Albacete,1.64,3.6,5.5,1.62,3.7,5.75
2018-04-29,Vallecano,Tenerife,1.61,3.75,5.5,1.62,3.9,5.5
2018-05-04,Alcorcon,Leonesa,1.9,3.0,5.0,2.0,3.0,4.4
2018-05-05,Barcelona B,Reus Deportiu,1.75,3.29,5.25,1.8,3.4,4.75
2018-05-05,Cordoba,Huesca,2.54,3.1,2.87,2.6,3.0,2.9
2018-05-05,Numancia,Valladolid,2.04,3.29,3.6,2.05,3.25,3.8
2018-05-05,Tenerife,Almeria,1.5,3.75,7.5,1.57,3.7,6.5
2018-05-05,Zaragoza,Sp Gijon,2.7,3.1,2.7,2.7,2.95,2.85
2018-05-06,Albacete,Cadiz,2.75,2.62,3.1,2.9,2.7,2.9
2018-05-06,Gimnastic,Osasuna,2.87,2.89,2.7,2.8,2.9,2.8
2018-05-06,Lugo,Sevilla B,1.66,3.5,5.5,1.67,3.5,5.75
2018-05-06,Oviedo,Lorca,1.36,4.33,10.0,1.4,4.4,8.5
2018-05-07,Granada,Vallecano,2.62,3.2,2.7,2.7,3.2,2.65
2018-05-11,Lorca,Numancia,4.0,3.29,1.95,3.7,3.3,2.05
2018-05-12,Osasuna,Oviedo,2.0,3.1,4.2,2.0,3.1,4.25
2018-05-12,Reus Deportiu,Tenerife,2.75,2.79,2.87,2.8,2.9,2.8
2018-05-12,Sp Gijon,Barcelona B,1.53,4.0,6.0,1.57,3.9,6.0
2018-05-12,Valladolid,Albacete,1.64,3.39,6.0,1.62,3.6,6.25
2018-05-13,Almeria,Granada,2.79,3.1,2.6,2.65,3.1,2.8
2018-05-13,Huesca,Alcorcon,1.66,3.5,5.5,1.7,3.4,5.5
2018-05-13,Leonesa,Lugo,1.75,3.6,4.75,1.72,3.7,4.75
2018-05-13,Sevilla B,Gimnastic,3.39,3.1,2.25,3.4,3.0,2.3
2018-05-13,Vallecano,Cordoba,1.5,4.0,6.5,1.55,3.9,6.25
2018-05-14,Cadiz,Zaragoza,2.37,2.89,3.39,2.45,2.9,3.25
2018-05-18,Tenerife,Sp Gijon,2.5,3.3,2.8,2.55,3.1,2.9
2018-05-19,Gimnastic,Leonesa,2.04,3.1,4.0,2.1,3.2,3.7
2018-05-19,Granada,Reus Deportiu,1.75,3.3,5.25,1.78,3.3,5.0
2018-05-19,Lorca,Valladolid,4.5,3.4,1.83,4.2,3.5,1.87
2018-05-19,Oviedo,Sevilla B,1.4,4.2,9.0,1.4,4.2,9.0
2018-05-20,Alcorcon,Vallecano,3.2,3.1,2.35,3.3,3.2,2.25
2018-05-20,Barcelona B,Cadiz,2.6,3.0,2.9,2.65,3.0,2.85
2018-05-20,Cordoba,Almeria,1.66,3.4,5.75,1.7,3.5,5.5
2018-05-20,Numancia,Osasuna,2.25,3.0,3.5,2.25,3.1,3.4
2018-05-20,Zaragoza,Albacete,1.6,3.75,5.75,1.65,3.5,6.0
2018-05-21,Lugo,Huesca,4.5,3.0,1.95,4.0,3.1,2.05
2018-05-27,Albacete,Barcelona B,2.7,3.0,2.8,2.65,3.1,2.75
2018-05-27,Almeria,Alcorcon,2.0,3.0,4.33,2.1,2.85,4.33
2018-05-27,Cadiz,Tenerife,1.53,3.6,7.5,1.55,4.0,6.0
2018-05-27,Huesca,Gimnastic,5.5,3.75,1.61,5.0,3.9,1.65
2018-05-27,Leonesa,Oviedo,2.45,3.1,3.0,2.55,3.0,2.95
2018-05-27,Osasuna,Lorca,1.36,4.5,9.0,1.34,5.0,8.75
2018-05-27,Reus Deportiu,Cordoba,6.0,3.75,1.57,5.75,3.8,1.6
2018-05-27,Sevilla B,Numancia,5.5,3.75,1.61,5.0,3.8,1.67
2018-05-27,Sp Gijon,Granada,1.8,3.5,4.5,1.78,3.6,4.5
2018-05-27,Vallecano,Lugo,1.3,4.75,12.0,1.3,5.0,11.5
2018-05-27,Zaragoza,Valladolid,2.14,3.0,3.75,2.2,3.1,3.5
2018-06-01,Lorca,Sevilla B,2.0,3.4,3.75,2.15,3.25,3.4
2018-06-02,Alcorcon,Reus Deportiu,2.1,2.0,7.5,,,
2018-06-02,Barcelona B,Zaragoza,3.4,3.4,1.95,3.6,3.6,1.95
2018-06-02,Cordoba,Sp Gijon,1.75,3.5,4.75,1.72,3.7,4.6
2018-06-02,Gimnastic,Vallecano,1.44,4.0,8.0,1.45,4.1,7.25
2018-06-02,Granada,Cadiz,6.5,3.6,1.57,6.0,3.7,1.57
2018-06-02,Lugo,Almeria,6.5,4.2,1.5,,,
2018-06-02,Numancia,Leonesa,2.0,3.3,3.5,,,
2018-06-02,Oviedo,Huesca,1.44,4.33,5.5,1.53,4.0,6.0
2018-06-02,Tenerife,Albacete,5.25,3.75,1.66,,,
2018-06-02,Valladolid,Osasuna,2.2,3.1,3.5,2.25,3.2,3.2
2017-08-25,Parma,Cremonese,1.91,3.3,4.2,1.85,3.4,4.5
2017-08-26,Avellino,Brescia,2.05,3.2,3.8,2.1,3.2,3.7
2017-08-26,Carpi,Novara,2.1,3.1,3.8,2.15,3.1,3.7
2017-08-26,Cittadella,Ascoli,1.85,3.2,4.75,1.87,3.4,4.4
2017-08-26,Palermo,Spezia,1.91,3.3,4.2,1.87,3.4,4.4
2017-08-26,Pro Vercelli,Frosinone,3.3,3.1,2.3,3.2,3.1,2.35
2017-08-26,Ternana,Empoli,3.6,3.1,2.15,3.7,3.1,2.15
2017-08-26,Venezia,Salernitana,2.38,3.1,3.1,2.35,3.1,3.25
2017-08-26,Virtus Entella,Perugia,2.4,3.1,3.1,2.5,3.1,3.0
2017-08-27,Pescara,Foggia,1.8,3.6,4.33,1.78,3.7,4.4
2017-08-28,Bari,Cesena,2.0,3.2,4.0,1.95,3.2,4.25
2017-09-02,Brescia,Palermo,2.15,3.2,3.5,2.1,3.1,3.5
2017-09-03,Ascoli,Pro Vercelli,2.3,3.0,3.4,2.3,3.0,3.2
2017-09-03,Cesena,Venezia,2.2,3.1,3.5,2.15,3.0,3.5
2017-09-03,Cremonese,Avellino,2.0,3.1,4.2,2.05,3.1,3.7
2017-09-03,Empoli,Bari,2.1,3.1,3.8,2.0,3.2,3.8
2017-09-03,Foggia,Virtus Entella,1.83,3.3,4.6,1.85,3.25,4.25
2017-09-03,Frosinone,Cittadella,1.91,3.25,4.33,2.0,3.2,3.8
2017-09-03,Novara,Parma,2.5,3.0,3.0,2.65,2.9,2.8
2017-09-03,Perugia,Pescara,2.25,3.4,3.1,2.25,3.3,3.0
2017-09-03,Spezia,Carpi,2.25,3.1,3.4,2.25,3.0,3.3
2017-09-04,Salernitana,Ternana,1.8,3.5,4.5,1.78,3.3,4.75
2017-09-08,Pescara,Frosinone,2.38,3.5,2.8,2.4,3.5,2.8
2017-09-09,Ascoli,Novara,3.0,3.0,2.5,2.85,3.0,2.65
2017-09-09,Avellino,Foggia,2.3,3.1,3.25,2.4,3.1,3.1
2017-09-09,Bari,Venezia,1.83,3.25,4.75,1.75,3.3,5.25
2017-09-09,Carpi,Salernitana,2.2,3.0,3.6,2.15,3.1,3.7
2017-09-09,Palermo,Empoli,2.2,3.1,3.5,2.2,3.1,3.5
2017-09-09,Pro Vercelli,Cremonese,2.8,2.88,2.75,2.85,2.9,2.75
2017-09-09,Spezia,Virtus Entella,1.75,3.25,5.25,1.8,3.25,5.0
2017-09-09,Ternana,Cesena,2.45,2.88,3.25,2.6,3.1,2.85
2017-09-10,Parma,Brescia,1.57,3.5,7.0,1.57,3.6,7.0
2017-09-11,Cittadella,Perugia,2.35,3.0,3.25,2.5,3.2,2.9
2017-09-15,Cesena,Avellino,1.91,3.3,4.5,2.0,3.2,4.0
2017-09-15,Venezia,Spezia,2.15,3.2,3.5,2.1,3.1,3.9
2017-09-16,Brescia,Pro Vercelli,1.95,3.0,4.5,2.0,3.1,4.2
2017-09-16,Cremonese,Carpi,1.91,3.1,4.5,2.0,3.1,4.25
2017-09-16,Empoli,Ascoli,1.55,3.6,7.0,1.6,3.7,6.0
2017-09-16,Foggia,Palermo,2.8,3.2,2.5,2.75,3.2,2.6
2017-09-16,Frosinone,Bari,2.0,3.1,4.2,2.05,3.2,3.9
2017-09-16,Novara,Cittadella,2.1,3.2,3.6,2.15,3.2,3.6
2017-09-16,Perugia,Parma,2.1,3.1,3.75,2.05,3.1,4.0
2017-09-16,Salernitana,Pescara,2.05,3.4,3.5,2.1,3.4,3.5
2017-09-16,Virtus Entella,Ternana,2.1,3.0,4.0,2.1,3.1,3.9
2017-09-18,Avellino,Venezia,2.3,3.1,3.25,2.3,3.0,3.2
2017-09-19,Ascoli,Frosinone,4.2,3.3,1.91,4.1,3.3,1.95
2017-09-19,Bari,Cremonese,2.0,3.1,4.2,2.05,3.2,3.9
2017-09-19,Carpi,Foggia,1.95,3.3,4.0,1.95,3.4,4.0
2017-09-19,Cittadella,Cesena,1.91,3.25,4.33,1.9,3.4,4.2
2017-09-19,Palermo,Perugia,2.1,3.4,3.4,2.25,3.1,3.4
2017-09-19,Parma,Empoli,2.45,3.1,3.1,2.4,3.1,3.1
2017-09-19,Pescara,Virtus Entella,1.67,3.8,5.0,1.72,4.0,4.33
2017-09-19,Pro Vercelli,Salernitana,2.8,3.1,2.63,2.8,3.0,2.7
2017-09-19,Spezia,Novara,2.15,3.0,3.75,2.25,3.0,3.5
2017-09-23,Bari,Ternana,1.67,3.4,6.0,1.67,3.5,5.25
2017-09-23,Brescia,Foggia,2.7,3.1,2.7,2.6,3.2,2.7
2017-09-23,Cremonese,Pescara,2.1,3.5,3.3,2.15,3.5,3.1
2017-09-23,Empoli,Cittadella,1.91,3.4,4.0,1.91,3.4,3.9
2017-09-23,Novara,Avellino,1.95,3.1,4.33,2.0,3.0,4.2
2017-09-23,Perugia,Frosinone,2.3,3.1,3.3,2.35,3.0,3.25
2017-09-23,Salernitana,Spezia,2.05,3.1,4.0,2.15,3.0,3.7
2017-09-23,Venezia,Parma,2.5,2.9,3.1,2.45,2.95,3.1
2017-09-23,Virtus Entella,Carpi,2.4,2.88,3.3,2.55,2.9,3.0
2017-09-24,Cesena,Ascoli,1.75,3.25,5.25,1.83,3.1,5.0
2017-09-25,Palermo,Pro Vercelli,1.5,3.9,7.0,1.5,3.8,7.25
2017-09-29,Parma,Salernitana,2.0,3.1,4.2,1.95,3.2,4.0
2017-09-30,Ascoli,Palermo,4.0,3.3,1.95,3.6,3.1,2.1
2017-09-30,Avellino,Empoli,3.0,3.0,2.5,2.9,3.0,2.5
2017-09-30,Brescia,Perugia,3.0,3.0,2.5,3.0,3.0,2.4
2017-09-30,Carpi,Pescara,2.1,3.3,3.5,2.15,3.3,3.2
2017-09-30,Cittadella,Virtus Entella,1.65,3.6,5.5,1.65,3.4,5.5
2017-09-30,Pro Vercelli,Cesena,2.2,3.0,3.6,2.35,2.85,3.25
2017-09-30,Spezia,Bari,2.55,3.1,2.88,2.35,2.9,3.2
2017-09-30,Ternana,Venezia,2.6,2.9,3.0,2.45,2.95,3.0
2017-10-01,Foggia,Novara,1.85,3.6,4.0,1.8,3.3,4.6
2017-10-02,Frosinone,Cremonese,1.75,3.4,5.0,1.75,3.5,4.75
2017-10-03,Ternana,Brescia,2.1,3.1,3.75,2.15,3.2,3.5
2017-10-07,Cesena,Spezia,2.38,3.0,3.2,2.4,2.9,3.2
2017-10-07,Salernitana,Ascoli,1.62,3.75,5.5,1.67,3.75,5.0
2017-10-08,Bari,Avellino,1.73,3.4,5.25,1.75,3.3,5.0
2017-10-08,Cremonese,Ternana,1.7,3.75,4.75,1.7,3.3,5.5
2017-10-08,Empoli,Foggia,1.75,3.4,5.0,1.8,3.7,4.1
2017-10-08,Novara,Frosinone,3.1,3.1,2.38,3.1,3.2,2.3
2017-10-08,Palermo,Parma,2.5,3.1,2.9,2.55,3.0,2.9
2017-10-08,Perugia,Pro Vercelli,1.57,3.6,6.5,1.57,3.6,6.5
2017-10-08,Pescara,Cittadella,1.95,3.6,3.6,1.95,3.5,3.7
2017-10-08,Venezia,Carpi,2.1,3.25,3.5,2.1,3.1,3.7
2017-10-08,Virtus Entella,Brescia,2.0,3.25,3.9,2.1,3.1,3.7
2017-10-13,Foggia,Perugia,2.2,3.3,3.25,2.2,3.2,3.4
2017-10-14,Ascoli,Venezia,2.63,2.88,3.0,2.55,3.0,3.0
2017-10-14,Brescia,Novara,2.3,3.0,3.4,2.45,3.0,3.1
2017-10-14,Carpi,Cesena,1.95,3.1,4.33,2.0,3.1,4.25
2017-10-14,Cittadella,Cremonese,2.2,3.25,3.3,2.15,3.2,3.6
2017-10-14,Frosinone,Palermo,2.0,3.2,4.0,2.05,3.2,3.9
2017-10-14,Parma,Pescara,2.0,3.4,3.75,2.0,3.4,3.7
2017-10-14,Pro Vercelli,Bari,3.0,2.88,2.63,2.85,2.75,2.9
2017-10-14,Ternana,Spezia,2.6,3.0,2.9,2.55,3.0,3.0
2017-10-15,Avellino,Salernitana,2.25,3.0,3.5,2.25,3.1,3.4
2017-10-16,Virtus Entella,Empoli,3.3,3.1,2.3,3.1,3.1,2.4
2017-10-20,Bari,Cittadella,2.04,3.29,3.6,2.1,3.2,3.75
2017-10-20,Cremonese,Brescia,2.04,3.25,3.7,2.2,3.2,3.4
2017-10-21,Cesena,Foggia,2.5,3.1,2.89,2.4,3.3,2.95
2017-10-21,Palermo,Novara,1.75,3.29,5.25,1.75,3.5,5.0
2017-10-21,Parma,Virtus Entella,1.66,3.39,5.75,1.67,3.5,5.75
2017-10-21,Pescara,Avellino,1.75,3.75,4.33,1.78,3.8,4.25
2017-10-21,Pro Vercelli,Carpi,2.39,3.0,3.2,2.45,3.0,3.1
2017-10-21,Salernitana,Frosinone,2.87,3.1,2.54,2.85,3.25,2.5
2017-10-21,Spezia,Perugia,2.25,3.0,3.5,2.25,3.0,3.6
2017-10-21,Ternana,Ascoli,2.04,3.1,4.0,2.05,3.5,3.5
2017-10-21,Venezia,Empoli,3.25,3.0,2.37,3.25,3.0,2.4
2017-10-23,Brescia,Bari,2.7,3.1,2.7,2.5,3.1,2.9
2017-10-24,Ascoli,Spezia,2.62,3.0,2.87,2.6,2.9,3.0
2017-10-24,Avellino,Pro Vercelli,2.0,3.2,4.0,2.0,3.1,4.2
2017-10-24,Carpi,Palermo,3.0,3.0,2.5,2.9,2.9,2.7
2017-10-24,Cittadella,Venezia,1.95,3.29,4.0,2.1,3.1,3.8
2017-10-24,Empoli,Pescara,1.75,3.75,4.33,1.72,3.9,4.5
2017-10-24,Foggia,Parma,2.2,3.29,3.29,2.25,3.3,3.2
2017-10-24,Frosinone,Ternana,1.5,3.75,7.5,1.5,3.9,7.25
2017-10-24,Novara,Salernitana,2.04,3.1,4.0,2.05,3.1,4.0
2017-10-24,Perugia,Cesena,1.7,3.39,5.5,1.72,3.5,5.25
2017-10-24,Virtus Entella,Cremonese,2.25,3.0,3.5,2.35,3.1,3.2
2017-10-28,Bari,Ascoli,1.61,3.5,6.25,1.6,3.8,5.75
2017-10-28,Cesena,Novara,2.14,3.0,3.79,2.25,3.0,3.6
2017-10-28,Cremonese,Perugia,2.0,3.2,4.0,2.05,3.25,3.75
2017-10-28,Palermo,Virtus Entella,1.57,3.6,6.5,1.57,3.6,6.75
2017-10-28,Pescara,Brescia,1.6,3.75,5.75,1.65,3.9,5.0
2017-10-28,Salernitana,Empoli,3.39,3.1,2.25,3.1,3.1,2.4
2017-10-28,Spezia,Cittadella,2.14,3.1,3.6,2.25,2.9,3.7
2017-10-28,Venezia,Frosinone,3.2,2.89,2.45,2.9,3.0,2.6
2017-10-29,Parma,Avellino,1.72,3.5,5.0,1.8,3.4,4.75
2017-10-29,Pro Vercelli,Foggia,2.29,3.1,3.29,2.25,3.25,3.2
2017-10-30,Ternana,Carpi,2.39,3.1,3.1,2.45,3.0,3.1
2017-11-03,Pescara,Palermo,2.2,3.5,3.1,2.25,3.3,3.2
2017-11-04,Brescia,Venezia,2.35,3.0,3.29,2.35,3.0,3.3
2017-11-04,Carpi,Ascoli,1.8,3.39,4.75,1.9,3.3,4.33
2017-11-04,Cittadella,Ternana,1.6,3.6,6.0,1.62,3.5,6.25
2017-11-04,Foggia,Cremonese,2.1,3.2,3.6,2.15,3.3,3.4
2017-11-04,Frosinone,Parma,1.72,3.6,4.75,1.8,3.3,5.0
2017-11-04,Novara,Pro Vercelli,1.85,3.29,4.5,1.91,3.25,4.4
2017-11-04,Salernitana,Bari,2.54,3.1,2.87,2.5,3.1,3.0
2017-11-04,Virtus Entella,Cesena,2.2,3.1,3.5,2.15,3.1,3.7
2017-11-05,Empoli,Spezia,1.55,3.6,7.0,1.53,3.7,7.5
2017-11-06,Perugia,Avellino,1.9,3.39,4.0,1.91,3.3,4.2
2017-11-11,Avellino,Virtus Entella,2.0,3.2,4.0,2.0,3.3,3.7
2017-11-11,Pro Vercelli,Empoli,3.6,3.1,2.14,3.25,3.2,2.2
2017-11-11,Spezia,Frosinone,2.79,3.0,2.7,2.9,2.95,2.6
2017-11-12,Ascoli,Foggia,2.5,3.2,2.87,2.4,3.2,2.95
2017-11-12,Bari,Pescara,1.83,3.5,4.33,1.85,3.7,3.8
2017-11-12,Carpi,Brescia,2.0,3.1,4.2,2.0,3.0,4.2
2017-11-12,Cesena,Salernitana,2.2,3.0,3.6,2.3,3.1,3.2
2017-11-12,Cittadella,Parma,2.0,3.39,3.75,2.1,3.25,3.5
2017-11-12,Cremonese,Palermo,2.37,3.2,3.0,2.4,3.1,3.0
2017-11-12,Ternana,Novara,2.29,3.1,3.2,2.35,3.1,3.1
2017-11-12,Venezia,Perugia,2.29,2.89,3.5,2.35,3.1,3.1
2017-11-17,Frosinone,Avellino,1.53,3.75,7.0,1.57,3.75,6.5
2017-11-18,Brescia,Spezia,2.25,3.0,3.5,2.2,2.9,3.8
2017-11-18,Empoli,Cesena,1.53,4.0,6.5,1.6,3.6,6.25
2017-11-18,Foggia,Ternana,1.64,3.75,5.25,1.67,3.8,5.0
2017-11-18,Novara,Bari,2.75,3.0,2.75,2.75,3.1,2.7
2017-11-18,Parma,Ascoli,1.61,3.6,6.0,1.62,3.5,6.25
2017-11-18,Perugia,Carpi,1.8,3.25,5.0,1.83,3.2,5.0
2017-11-18,Pescara,Pro Vercelli,1.72,3.6,5.0,1.75,3.7,4.6
2017-11-18,Virtus Entella,Venezia,2.5,3.0,3.0,2.55,3.0,3.0
2017-11-19,Salernitana,Cremonese,2.25,3.0,3.5,2.3,3.1,3.3
2017-11-20,Palermo,Cittadella,1.83,3.39,4.5,1.8,3.3,5.0
2017-11-24,Empoli,Frosinone,2.1,3.2,3.6,2.2,3.3,3.3
2017-11-25,Ascoli,Cremonese,3.75,3.2,2.04,3.8,3.2,2.05
2017-11-25,Avellino,Palermo,2.75,3.25,2.54,2.75,3.2,2.6
2017-11-25,Carpi,Parma,2.7,3.0,2.75,2.75,2.95,2.8
2017-11-25,Cittadella,Salernitana,1.85,3.5,4.2,1.9,3.4,4.2
2017-11-25,Pro Vercelli,Virtus Entella,2.2,3.0,3.6,2.2,3.1,3.5
2017-11-25,Spezia,Pescara,2.2,3.5,3.1,2.3,3.3,3.1
2017-11-25,Venezia,Novara,1.85,3.2,4.75,1.91,3.3,4.2
2017-11-26,Bari,Foggia,1.75,3.75,4.33,1.72,4.0,4.4
2017-11-26,Ternana,Perugia,2.7,3.2,2.6,2.75,3.2,2.6
2017-11-27,Cesena,Brescia,2.04,3.29,3.6,2.2,3.4,3.2
2017-12-02,Brescia,Salernitana,2.2,3.1,3.5,2.2,3.2,3.4
2017-12-02,Cremonese,Spezia,1.9,3.29,4.2,1.87,3.25,4.6
2017-12-02,Foggia,Cittadella,2.04,3.29,3.6,2.2,3.4,3.2
2017-12-02,Frosinone,Cesena,1.5,4.0,6.5,1.48,4.2,7.0
2017-12-02,Novara,Empoli,2.89,3.0,2.54,2.95,3.0,2.55
2017-12-02,Palermo,Venezia,1.85,3.29,4.5,1.8,3.4,4.75
2017-12-02,Parma,Pro Vercelli,1.53,3.79,6.5,1.55,3.6,7.25
2017-12-02,Pescara,Ternana,1.66,4.0,4.75,1.62,3.8,5.5
2017-12-03,Avellino,Carpi,2.04,3.2,3.79,2.1,3.2,3.7
2017-12-03,Virtus Entella,Bari,3.0,3.2,2.37,2.95,3.2,2.45
2017-12-04,Perugia,Ascoli,1.53,4.0,6.0,1.53,4.2,6.0
2017-12-08,Cesena,Pescara,2.29,3.39,3.0,2.3,3.4,3.0
2017-12-08,Novara,Cremonese,2.25,3.1,3.39,2.35,3.0,3.3
2017-12-08,Spezia,Foggia,1.95,3.5,3.79,1.9,3.4,4.2
2017-12-08,Ternana,Parma,3.25,3.1,2.29,3.2,3.1,2.35
2017-12-09,Ascoli,Virtus Entella,2.29,3.1,3.25,2.4,3.0,3.25
2017-12-09,Cittadella,Avellino,1.66,3.5,5.5,1.65,3.6,5.75
2017-12-09,Empoli,Carpi,1.66,3.5,5.5,1.67,3.75,5.25
2017-12-09,Frosinone,Brescia,1.57,3.5,7.0,1.6,3.7,6.25
2017-12-09,Salernitana,Perugia,2.14,3.39,3.29,2.15,3.2,3.6
2017-12-09,Venezia,Pro Vercelli,1.8,3.25,5.0,1.83,3.3,4.75
2017-12-10,Bari,Palermo,2.1,3.1,3.75,2.05,3.1,4.0
2017-12-15,Foggia,Venezia,2.14,3.39,3.25,2.15,3.4,3.3
2017-12-16,Avellino,Ascoli,1.75,3.5,4.75,1.8,3.4,4.75
2017-12-16,Carpi,Frosinone,3.1,3.1,2.39,2.95,3.0,2.55
2017-12-16,Cremonese,Empoli,2.45,3.1,3.0,2.55,3.0,2.95
2017-12-16,Palermo,Ternana,1.57,3.75,6.0,1.57,3.8,6.25
2017-12-16,Parma,Cesena,1.66,3.5,5.5,1.7,3.7,5.0
2017-12-16,Perugia,Bari,2.25,3.2,3.2,2.3,3.0,3.4
2017-12-16,Pro Vercelli,Spezia,2.62,3.1,2.79,2.6,2.95,2.95
2017-12-16,Virtus Entella,Salernitana,2.29,3.1,3.25,2.3,3.1,3.3
2017-12-17,Brescia,Cittadella,2.5,3.1,2.89,2.65,3.0,2.85
2017-12-17,Pescara,Novara,2.0,3.5,3.6,2.0,3.4,3.7
2017-12-20,Venezia,Cremonese,2.29,3.1,3.29,2.3,3.1,3.3
2017-12-21,Ascoli,Pescara,3.1,3.5,2.2,3.0,3.5,2.25
2017-12-21,Bari,Parma,2.1,3.29,3.5,2.1,3.3,3.5
2017-12-21,Cesena,Palermo,3.29,3.25,2.2,3.25,3.1,2.35
2017-12-21,Cittadella,Carpi,1.64,3.5,5.75,1.72,3.5,5.25
2017-12-21,Empoli,Brescia,1.57,3.5,7.0,1.55,3.7,7.0
2017-12-21,Frosinone,Virtus Entella,1.57,3.6,6.5,1.57,3.7,6.5
2017-12-21,Novara,Perugia,2.6,3.25,2.7,2.6,3.1,2.85
2017-12-21,Salernitana,Foggia,2.04,3.39,3.5,2.0,3.5,3.6
2017-12-21,Spezia,Avellino,1.83,3.39,4.5,1.85,3.3,4.6
2017-12-21,Ternana,Pro Vercelli,2.04,3.29,3.7,2.05,3.25,3.75
2017-12-27,Parma,Spezia,1.85,3.29,4.5,1.87,3.2,4.5
2017-12-28,Avellino,Ternana,2.04,3.29,3.6,2.05,3.3,3.6
2017-12-28,Brescia,Ascoli,1.8,3.39,4.75,1.83,3.3,4.6
2017-12-28,Carpi,Bari,2.39,3.1,3.1,2.55,3.0,2.9
2017-12-28,Cremonese,Cesena,2.04,3.2,3.75,2.05,3.2,3.7
2017-12-28,Foggia,Frosinone,3.25,3.39,2.14,3.2,3.2,2.25
2017-12-28,Palermo,Salernitana,1.72,3.39,5.25,1.72,3.4,5.25
2017-12-28,Perugia,Empoli,2.5,3.2,2.87,2.5,3.1,2.9
2017-12-28,Pescara,Venezia,2.04,3.5,3.39,2.1,3.3,3.4
2017-12-28,Pro Vercelli,Cittadella,3.0,3.2,2.39,3.0,3.1,2.4
2017-12-28,Virtus Entella,Novara,2.37,3.1,3.1,2.4,3.1,3.0
2018-01-20,Ascoli,Cittadella,3.89,3.39,1.95,3.75,3.3,2.05
2018-01-20,Cesena,Bari,2.79,3.1,2.6,2.75,3.0,2.75
2018-01-20,Cremonese,Parma,2.35,3.1,3.2,2.3,3.1,3.3
2018-01-20,Empoli,Ternana,1.44,4.33,7.0,1.42,4.33,7.75
2018-01-20,Foggia,Pescara,2.5,3.39,2.7,2.5,3.5,2.7
2018-01-20,Frosinone,Pro Vercelli,1.44,4.0,8.0,1.4,4.33,8.75
2018-01-20,Novara,Carpi,2.1,3.1,3.75,2.2,3.0,3.7
2018-01-20,Perugia,Virtus Entella,1.8,3.5,4.5,1.83,3.4,4.5
2018-01-20,Salernitana,Venezia,2.29,3.1,3.2,2.45,3.0,3.1
2018-01-20,Spezia,Palermo,2.6,2.89,3.0,2.6,2.9,3.0
2018-01-21,Brescia,Avellino,2.1,3.29,3.5,2.05,3.3,3.7
2018-01-26,Pescara,Perugia,2.1,3.6,3.2,2.15,3.4,3.3
2018-01-27,Avellino,Cremonese,2.7,3.1,2.7,2.8,3.0,2.7
2018-01-27,Bari,Empoli,2.39,3.1,3.1,2.3,3.1,3.3
2018-01-27,Carpi,Spezia,2.5,2.75,3.29,2.45,2.8,3.4
2018-01-27,Palermo,Brescia,1.55,3.75,6.5,1.57,3.75,6.5
2018-01-27,Parma,Novara,1.72,3.1,6.0,1.75,3.3,5.5
2018-01-27,Pro Vercelli,Ascoli,2.0,3.1,4.2,2.1,3.2,3.7
2018-01-27,Venezia,Cesena,1.9,3.25,4.33,1.87,3.2,4.6
2018-01-27,Virtus Entella,Foggia,2.39,3.29,2.89,2.4,3.25,2.95
2018-01-28,Cittadella,Frosinone,2.37,3.2,3.0,2.55,3.2,2.8
2018-01-29,Ternana,Salernitana,2.37,3.0,3.2,2.4,3.1,3.1
2018-02-02,Empoli,Palermo,1.95,3.2,4.2,2.0,3.2,4.0
2018-02-03,Brescia,Parma,2.79,3.2,2.54,2.95,3.0,2.55
2018-02-03,Cremonese,Pro Vercelli,1.75,3.39,5.0,1.83,3.2,5.0
2018-02-03,Foggia,Avellino,1.85,3.6,4.0,1.9,3.6,3.9
2018-02-03,Frosinone,Pescara,1.66,3.75,5.0,1.67,3.9,5.0
2018-02-03,Novara,Ascoli,1.66,3.6,5.25,1.72,3.4,5.5
2018-02-03,Perugia,Cittadella,2.2,3.1,3.5,2.3,3.1,3.3
2018-02-03,Salernitana,Carpi,2.14,3.1,3.6,2.15,3.0,3.8
2018-02-03,Venezia,Bari,2.2,3.1,3.5,2.3,3.1,3.3
2018-02-04,Cesena,Ternana,1.9,3.39,4.0,1.95,3.4,3.9
