date,HomeTeam,AwayTeam,B365H,B365D,B365A,BWH,BWD,BWA
2013-09-20,Recreativo,Barcelona B,2.15,3.3,3.4,2.2,3.25,2.95
2013-09-21,Eibar,Murcia,2.1,3.1,3.75,2.1,3.0,3.4
2013-09-21,Numancia,Sabadell,1.73,3.6,4.75,1.65,3.4,5.0
2013-09-21,Real Madrid B,Zaragoza,3.0,3.2,2.38,2.8,3.2,2.3
2013-09-21,Tenerife,Lugo,2.0,3.3,3.8,2.0,3.1,3.6
2013-09-22,Alaves,Sp Gijon,2.6,3.4,2.6,2.6,3.2,2.5
2013-09-22,Girona,Las Palmas,2.3,3.25,3.1,2.25,3.1,3.0
2013-09-22,Jaen,Cordoba,3.0,3.2,2.4,2.8,3.1,2.4
2013-09-22,La Coruna,Alcorcon,1.95,3.4,3.9,1.85,3.25,3.9
2013-09-22,Mallorca,Mirandes,1.73,3.6,4.75,1.78,3.3,4.2
2013-09-22,Ponferradina,Hercules,2.15,3.2,3.5,2.0,3.2,3.5
2013-09-28,Alcorcon,Alaves,1.75,3.4,5.0,1.75,3.3,4.4
2013-09-28,Lugo,Las Palmas,2.25,3.2,3.2,2.2,3.1,3.1
2013-09-28,Sabadell,Jaen,2.3,3.3,3.1,2.25,3.25,2.9
2013-09-28,Sp Gijon,Eibar,1.67,3.6,5.25,1.57,3.5,5.5
2013-09-29,Barcelona B,Mallorca,2.3,3.3,3.1,2.25,3.3,2.8
2013-09-29,Cordoba,Girona,2.05,3.3,3.6,2.05,3.1,3.4
2013-09-29,Hercules,La Coruna,2.75,3.2,2.6,2.65,3.1,2.5
2013-09-29,Mirandes,Ponferradina,2.4,3.1,3.1,2.45,3.1,2.7
2013-09-29,Murcia,Numancia,2.4,3.2,3.0,2.4,3.1,2.8
2013-09-29,Tenerife,Real Madrid B,2.05,3.3,3.7,2.05,3.1,3.4
2013-09-29,Zaragoza,Recreativo,2.05,3.4,3.6,1.95,3.2,3.6
2013-10-05,La Coruna,Mirandes,1.57,3.6,6.5,1.57,3.5,5.75
2013-10-05,Las Palmas,Cordoba,2.1,3.6,3.25,2.1,3.1,3.3
2013-10-05,Numancia,Sp Gijon,2.4,3.25,2.9,2.3,3.1,2.95
2013-10-06,Alaves,Hercules,1.91,3.4,4.0,1.91,3.1,3.9
2013-10-06,Eibar,Alcorcon,2.5,3.2,2.8,2.55,2.9,2.75
2013-10-06,Girona,Sabadell,1.73,3.6,4.75,1.78,3.25,4.25
2013-10-06,Jaen,Murcia,2.5,3.2,2.88,2.35,3.1,2.85
2013-10-06,Mallorca,Zaragoza,1.91,3.4,4.0,1.95,3.2,3.6
2013-10-06,Ponferradina,Barcelona B,2.05,3.4,3.5,1.95,3.3,3.5
2013-10-06,Real Madrid B,Lugo,2.3,3.3,3.1,2.25,3.1,3.0
2013-10-06,Recreativo,Tenerife,1.7,3.4,5.5,1.67,3.4,4.75
2013-10-12,Lugo,Cordoba,2.15,3.25,3.4,2.2,3.2,3.0
2013-10-12,Mirandes,Alaves,2.2,3.3,3.3,2.05,3.2,3.3
2013-10-12,Murcia,Girona,2.1,3.2,3.6,2.15,3.2,3.1
2013-10-12,Real Madrid B,Recreativo,2.3,3.3,3.1,2.35,3.4,2.6
2013-10-12,Sabadell,Las Palmas,2.7,3.2,2.63,2.65,3.1,2.5
2013-10-13,Alcorcon,Numancia,1.83,3.5,4.2,1.83,3.2,4.2
2013-10-13,Barcelona B,La Coruna,3.0,3.4,2.3,2.7,3.25,2.35
2013-10-13,Hercules,Eibar,2.0,3.5,3.6,1.95,3.25,3.6
2013-10-13,Sp Gijon,Jaen,1.5,4.33,6.0,1.5,3.8,5.75
2013-10-13,Tenerife,Mallorca,2.55,3.3,2.7,2.4,3.1,2.75
2013-10-13,Zaragoza,Ponferradina,1.8,3.5,4.5,1.72,3.3,4.6
2013-10-19,Alaves,Barcelona B,2.0,3.3,3.8,2.05,3.3,3.25
2013-10-19,Cordoba,Sabadell,1.75,3.5,4.75,1.75,3.3,4.5
2013-10-19,Ponferradina,Tenerife,2.0,3.3,3.8,1.85,3.2,4.0
2013-10-19,Recreativo,Lugo,1.8,3.4,4.75,1.8,3.4,4.0
2013-10-20,Eibar,Mirandes,2.05,3.3,3.75,2.05,3.2,3.3
2013-10-20,Girona,Sp Gijon,2.4,3.2,3.0,2.4,3.2,2.7
2013-10-20,Jaen,Alcorcon,2.88,3.2,2.5,2.65,3.0,2.55
2013-10-20,La Coruna,Zaragoza,2.0,3.3,3.8,2.05,3.2,3.3
2013-10-20,Las Palmas,Murcia,1.91,3.4,4.0,1.85,3.3,3.9
2013-10-20,Mallorca,Real Madrid B,1.7,3.6,5.0,1.72,3.5,4.25
2013-10-20,Numancia,Hercules,1.95,3.3,4.0,1.8,3.3,4.1
2013-10-26,Tenerife,La Coruna,2.7,3.25,2.6,2.75,3.2,2.35
2013-10-26,Zaragoza,Alaves,1.73,3.5,5.0,1.75,3.3,4.4
2013-10-27,Alcorcon,Girona,1.91,3.4,4.0,1.83,3.3,4.0
2013-10-27,Barcelona B,Eibar,2.0,3.4,3.75,1.95,3.25,3.6
2013-10-27,Hercules,Jaen,1.85,3.4,4.33,1.83,3.4,3.9
2013-10-27,Lugo,Sabadell,1.8,3.4,4.75,1.75,3.25,4.5
2013-10-27,Mirandes,Numancia,2.5,3.1,2.9,2.35,3.0,2.9
2013-10-27,Murcia,Cordoba,2.25,3.25,3.2,2.15,3.2,3.1
2013-10-27,Real Madrid B,Ponferradina,2.05,3.6,3.3,2.1,3.25,3.2
2013-10-27,Recreativo,Mallorca,2.3,3.2,3.2,2.2,3.1,3.1
2013-10-27,Sp Gijon,Las Palmas,1.91,3.5,4.0,1.95,3.2,3.6
2013-11-02,Eibar,Zaragoza,2.4,3.2,3.0,2.5,2.9,2.8
2013-11-02,Girona,Hercules,2.0,3.3,3.8,2.0,3.2,3.5
2013-11-02,Las Palmas,Alcorcon,2.0,3.3,3.8,2.0,3.1,3.6
2013-11-02,Mallorca,Lugo,1.85,3.5,4.2,1.91,3.25,3.7
2013-11-02,Numancia,Barcelona B,1.83,3.75,4.0,1.8,3.4,4.0
2013-11-03,Alaves,Tenerife,1.91,3.4,4.0,1.83,3.4,3.9
2013-11-03,Cordoba,Sp Gijon,2.3,3.2,3.2,2.3,3.0,3.0
2013-11-03,Jaen,Mirandes,1.91,3.4,4.0,1.95,3.2,3.6
2013-11-03,La Coruna,Real Madrid B,1.62,3.75,5.5,1.65,3.5,4.75
2013-11-03,Ponferradina,Recreativo,2.25,3.4,3.1,2.3,3.1,2.9
2013-11-03,Sabadell,Murcia,2.55,3.25,2.75,2.45,3.1,2.7
2013-11-09,Alcorcon,Cordoba,1.91,3.4,4.0,1.95,3.25,3.6
2013-11-09,Barcelona B,Jaen,1.95,3.5,3.75,1.95,3.3,3.5
2013-11-09,Hercules,Las Palmas,2.4,3.1,3.1,2.4,3.2,2.7
2013-11-09,Lugo,Murcia,2.0,3.3,3.8,2.0,3.2,3.5
2013-11-09,Zaragoza,Numancia,2.0,3.3,3.8,1.78,3.25,4.33
2013-11-10,Mallorca,Ponferradina,1.8,3.4,4.75,1.83,3.2,4.2
2013-11-10,Mirandes,Girona,2.4,3.1,3.1,2.3,3.2,2.85
2013-11-10,Real Madrid B,Alaves,2.15,3.3,3.4,2.15,3.2,3.1
2013-11-10,Recreativo,La Coruna,2.5,3.2,2.88,2.25,3.2,2.9
2013-11-10,Sp Gijon,Sabadell,1.5,3.8,7.5,1.55,3.6,5.75
2013-11-10,Tenerife,Eibar,2.05,3.2,3.8,2.05,3.2,3.3
2013-11-16,Alaves,Recreativo,2.1,3.4,3.4,2.2,3.0,3.2
2013-11-16,Girona,Barcelona B,1.85,3.5,4.2,1.8,3.3,4.1
2013-11-16,Jaen,Zaragoza,2.4,3.3,2.9,2.3,3.1,2.9
2013-11-16,Las Palmas,Mirandes,1.62,3.6,6.0,1.6,3.4,5.5
2013-11-16,Murcia,Sp Gijon,2.5,3.2,2.88,2.35,3.0,2.9
2013-11-16,Ponferradina,Lugo,2.05,3.25,3.75,2.05,3.1,3.5
2013-11-16,Sabadell,Alcorcon,2.63,3.25,2.63,2.7,3.1,2.45
2013-11-17,Cordoba,Hercules,1.95,3.3,4.0,1.8,3.2,4.25
2013-11-17,Eibar,Real Madrid B,1.91,3.3,4.2,1.8,3.4,4.0
2013-11-17,La Coruna,Mallorca,1.85,3.4,4.33,1.85,3.3,3.9
2013-11-17,Numancia,Tenerife,2.0,3.4,3.75,1.85,3.2,4.0
2013-11-23,Barcelona B,Las Palmas,2.4,3.3,2.9,2.35,2.95,3.0
2013-11-23,Mallorca,Alaves,1.91,3.4,4.0,1.83,3.4,3.9
2013-11-23,Real Madrid B,Numancia,2.4,3.25,2.9,2.4,3.1,2.75
2013-11-24,Alcorcon,Murcia,1.8,3.4,4.75,1.8,3.25,4.2
2013-11-24,Hercules,Sabadell,1.67,3.75,5.0,1.7,3.4,4.6
2013-11-24,Lugo,Sp Gijon,2.6,3.2,2.75,2.4,3.2,2.7
2013-11-24,Mirandes,Cordoba,2.6,3.2,2.75,2.45,3.0,2.8
2013-11-24,Ponferradina,La Coruna,2.5,3.1,2.9,2.6,3.0,2.6
2013-11-24,Recreativo,Eibar,2.05,3.3,3.6,1.87,3.3,3.8
2013-11-24,Tenerife,Jaen,1.95,3.2,4.2,2.0,3.25,3.4
2013-11-24,Zaragoza,Girona,2.05,3.25,3.75,1.95,3.2,3.6
2013-11-30,Cordoba,Barcelona B,1.83,3.4,4.5,1.75,3.25,4.5
2013-11-30,Eibar,Mallorca,2.25,3.2,3.25,2.1,3.1,3.3
2013-11-30,La Coruna,Lugo,1.67,3.5,5.5,1.67,3.3,5.0
2013-11-30,Las Palmas,Zaragoza,1.91,3.4,4.0,1.91,3.3,3.6
2013-12-01,Alaves,Ponferradina,2.05,3.25,3.75,2.05,3.3,3.2
2013-12-01,Girona,Tenerife,2.25,3.2,3.3,2.15,3.1,3.2
2013-12-01,Jaen,Real Madrid B,2.0,3.3,3.8,1.91,3.25,3.7
2013-12-01,Murcia,Hercules,2.25,3.25,3.25,2.05,3.2,3.3
2013-12-01,Numancia,Recreativo,2.0,3.3,3.8,2.05,3.2,3.3
2013-12-01,Sabadell,Mirandes,2.25,3.2,3.3,2.2,3.1,3.1
2013-12-01,Sp Gijon,Alcorcon,1.8,3.5,4.5,1.75,3.3,4.5
2013-12-04,Lugo,Alcorcon,2.3,3.2,3.1,2.15,3.1,3.2
2013-12-04,Real Madrid B,Girona,2.2,3.2,3.4,2.3,3.25,2.8
2013-12-04,Recreativo,Jaen,1.85,3.4,4.33,1.85,3.4,3.8
2013-12-04,Tenerife,Las Palmas,2.25,3.2,3.3,2.2,3.2,3.0
2013-12-07,Barcelona B,Sabadell,1.91,3.4,4.0,1.95,3.3,3.5
2013-12-07,Hercules,Sp Gijon,2.6,3.1,2.8,2.6,3.2,2.5
2013-12-07,La Coruna,Alaves,1.62,3.6,6.0,1.55,3.5,5.75
2013-12-08,Mallorca,Numancia,2.0,3.3,3.8,1.95,3.3,3.5
2013-12-08,Mirandes,Murcia,2.1,3.25,3.6,2.15,3.1,3.25
2013-12-08,Ponferradina,Eibar,2.1,3.1,3.75,2.1,3.1,3.3
2013-12-08,Zaragoza,Cordoba,1.83,3.4,4.5,1.78,3.4,4.1
2013-12-14,Alaves,Lugo,2.0,3.3,3.8,2.0,3.2,3.5
2013-12-14,Alcorcon,Hercules,1.91,3.4,4.0,1.75,3.3,4.5
2013-12-14,Girona,Recreativo,2.4,3.3,2.88,2.3,3.3,2.75
2013-12-14,Las Palmas,Real Madrid B,2.0,3.4,3.75,1.83,3.4,3.9
2013-12-14,Numancia,Ponferradina,2.1,3.3,3.5,1.95,3.3,3.5
2013-12-14,Sabadell,Zaragoza,3.0,3.25,2.38,2.7,3.0,2.5
2013-12-15,Cordoba,Tenerife,2.3,3.25,3.1,2.25,3.2,2.9
2013-12-15,Eibar,La Coruna,3.0,3.0,2.5,2.7,2.95,2.55
2013-12-15,Jaen,Mallorca,2.63,3.2,2.7,2.35,3.2,2.8
2013-12-15,Murcia,Barcelona B,2.1,3.4,3.4,2.05,3.2,3.3
2013-12-15,Sp Gijon,Mirandes,1.5,4.0,7.0,1.44,3.9,6.75
2013-12-21,Alaves,Eibar,2.1,3.3,3.5,2.15,3.1,3.2
2013-12-21,Barcelona B,Sp Gijon,2.88,3.2,2.5,2.6,3.1,2.55
2013-12-21,La Coruna,Numancia,1.75,3.4,5.0,1.65,3.4,5.0
2013-12-21,Lugo,Hercules,2.2,3.2,3.4,2.1,3.1,3.3
2013-12-21,Real Madrid B,Cordoba,1.83,3.4,4.5,1.85,3.2,4.0
2013-12-21,Tenerife,Sabadell,1.73,3.5,5.0,1.7,3.25,5.0
2013-12-22,Mallorca,Girona,1.67,3.6,5.25,1.7,3.4,4.6
2013-12-22,Mirandes,Alcorcon,2.63,3.2,2.7,2.6,3.0,2.6
2013-12-22,Ponferradina,Jaen,1.85,3.4,4.33,1.83,3.2,4.1
2013-12-22,Recreativo,Las Palmas,2.0,3.4,3.75,1.95,3.2,3.7
2013-12-22,Zaragoza,Murcia,1.75,3.5,4.75,1.75,3.25,4.5
2014-01-04,Cordoba,Recreativo,2.0,3.25,3.8,2.0,3.3,3.4
2014-01-04,Hercules,Mirandes,1.83,3.5,4.33,1.83,3.25,4.1
2014-01-04,Las Palmas,Mallorca,2.15,3.2,3.5,2.1,3.1,3.3
2014-01-04,Lugo,Eibar,2.3,3.2,3.1,2.35,3.2,2.75
2014-01-04,Murcia,Tenerife,2.1,3.2,3.6,2.1,3.1,3.3
2014-01-04,Numancia,Alaves,1.8,3.4,4.75,1.78,3.3,4.2
2014-01-04,Sabadell,Real Madrid B,2.3,3.2,3.2,2.25,3.2,2.9
2014-01-05,Alcorcon,Barcelona B,1.91,3.4,4.0,1.9,3.3,3.75
2014-01-05,Girona,Ponferradina,2.05,3.2,3.75,2.15,3.1,3.2
2014-01-05,Jaen,La Coruna,3.0,3.2,2.38,2.85,3.2,2.3
2014-01-05,Sp Gijon,Zaragoza,1.75,3.4,5.0,1.8,3.4,4.0
2014-01-11,Alaves,Jaen,1.75,3.4,5.0,1.7,3.2,5.0
2014-01-11,La Coruna,Girona,1.57,3.75,6.0,1.5,3.7,6.25
2014-01-11,Ponferradina,Las Palmas,2.1,3.25,3.6,1.95,3.2,3.6
2014-01-11,Real Madrid B,Murcia,1.91,3.5,3.9,1.87,3.3,3.8
2014-01-12,Barcelona B,Hercules,2.1,3.4,3.4,2.15,3.25,3.1
2014-01-12,Eibar,Numancia,2.1,3.3,3.5,2.05,3.25,3.3
2014-01-12,Mallorca,Cordoba,1.8,3.6,4.33,1.8,3.4,4.0
2014-01-12,Mirandes,Lugo,2.38,3.2,3.0,2.3,3.0,3.0
2014-01-12,Recreativo,Sabadell,1.8,3.6,4.33,1.8,3.4,4.0
2014-01-12,Tenerife,Sp Gijon,2.38,3.3,2.9,2.3,3.25,2.8
2014-01-12,Zaragoza,Alcorcon,2.05,3.3,3.6,2.0,3.3,3.4
2014-01-18,Alaves,Girona,2.1,3.3,3.5,2.0,3.2,3.5
2014-01-18,Real Madrid B,Sp Gijon,2.5,3.3,2.8,2.35,3.2,2.75
2014-01-18,Recreativo,Murcia,1.85,3.4,4.33,1.83,3.25,4.0
2014-01-18,Tenerife,Alcorcon,2.05,3.25,3.75,2.0,3.2,3.5
2014-01-19,Barcelona B,Mirandes,1.8,3.4,4.75,1.75,3.5,4.2
2014-01-19,Eibar,Jaen,2.0,3.2,4.0,2.0,3.2,3.5
2014-01-19,La Coruna,Las Palmas,2.0,3.3,3.8,1.91,3.2,3.75
2014-01-19,Mallorca,Sabadell,1.7,3.6,5.0,1.65,3.5,4.75
2014-01-19,Numancia,Lugo,1.85,3.3,4.5,1.83,3.25,4.0
2014-01-19,Ponferradina,Cordoba,2.05,3.3,3.6,2.05,3.1,3.4
2014-01-19,Zaragoza,Hercules,1.91,3.3,4.2,1.85,3.25,3.9
2014-01-25,Cordoba,La Coruna,2.3,3.2,3.2,2.35,3.1,2.85
2014-01-25,Girona,Eibar,2.3,3.1,3.3,2.25,3.1,3.0
2014-01-25,Las Palmas,Alaves,1.67,3.5,5.5,1.7,3.3,4.75
2014-01-25,Lugo,Barcelona B,2.2,3.3,3.3,2.1,3.1,3.3
2014-01-25,Mirandes,Zaragoza,2.6,3.2,2.7,2.45,3.1,2.7
2014-01-26,Alcorcon,Real Madrid B,1.85,3.4,4.33,1.9,3.4,3.6
2014-01-26,Hercules,Tenerife,2.05,3.4,3.5,2.05,3.1,3.4
2014-01-26,Jaen,Numancia,2.38,3.2,3.0,2.35,3.1,2.85
2014-01-26,Murcia,Mallorca,2.5,3.25,2.8,2.35,3.2,2.8
2014-01-26,Sabadell,Ponferradina,2.5,3.25,2.8,2.35,3.2,2.8
2014-01-26,Sp Gijon,Recreativo,1.75,3.6,4.75,1.72,3.4,4.4
2014-02-01,Eibar,Las Palmas,2.4,3.1,3.1,2.2,3.2,3.0
2014-02-01,La Coruna,Sabadell,1.62,3.6,6.0,1.65,3.4,5.0
2014-02-01,Ponferradina,Murcia,2.0,3.3,3.8,1.91,3.1,3.9
2014-02-01,Real Madrid B,Hercules,2.0,3.3,3.75,2.0,3.25,3.4
2014-02-02,Alaves,Cordoba,2.1,3.3,3.5,2.1,3.1,3.3
2014-02-02,Jaen,Lugo,2.2,3.1,3.5,2.05,3.2,3.3
2014-02-02,Mallorca,Sp Gijon,2.1,3.3,3.5,2.15,3.2,3.1
2014-02-02,Numancia,Girona,1.85,3.3,4.5,1.9,3.1,4.0
2014-02-02,Recreativo,Alcorcon,2.3,3.2,3.2,2.25,3.1,3.0
2014-02-02,Tenerife,Mirandes,1.8,3.4,4.75,1.8,3.3,4.1
2014-02-02,Zaragoza,Barcelona B,1.95,3.2,4.2,1.83,3.3,4.0
2014-02-08,Girona,Jaen,2.0,3.3,3.8,1.95,3.0,3.9
2014-02-08,Las Palmas,Numancia,2.0,3.2,4.0,2.0,3.0,3.7
2014-02-08,Lugo,Zaragoza,2.5,3.2,2.8,2.4,3.0,2.85
2014-02-08,Sabadell,Alaves,2.3,3.2,3.2,2.25,3.1,3.0
2014-02-09,Alcorcon,Mallorca,2.2,3.3,3.3,2.25,3.0,3.1
2014-02-09,Barcelona B,Tenerife,2.0,3.4,3.75,2.05,3.25,3.3
2014-02-09,Cordoba,Eibar,2.0,3.1,4.2,2.05,3.2,3.3
2014-02-09,Hercules,Recreativo,2.3,3.25,3.1,2.4,3.0,2.85
2014-02-09,Mirandes,Real Madrid B,2.38,3.25,3.0,2.4,3.3,2.65
2014-02-09,Murcia,La Coruna,3.1,3.1,2.4,2.95,2.9,2.4
2014-02-09,Sp Gijon,Ponferradina,1.67,3.75,5.0,1.6,3.6,5.0
2014-02-15,Eibar,Sabadell,1.73,3.6,4.75,1.78,3.25,4.4
2014-02-15,Jaen,Las Palmas,2.6,3.2,2.7,2.55,3.1,2.6
2014-02-15,Mallorca,Hercules,1.75,3.75,4.33,1.75,3.4,4.2
2014-02-15,Real Madrid B,Barcelona B,2.1,3.3,3.5,2.1,3.2,3.25
2014-02-15,Tenerife,Zaragoza,2.15,3.25,3.4,2.2,3.1,3.1
2014-02-16,Alaves,Murcia,2.15,3.25,3.4,2.2,3.1,3.1
2014-02-16,Girona,Lugo,2.2,3.2,3.4,2.3,3.0,3.0
2014-02-16,La Coruna,Sp Gijon,2.2,3.1,3.5,2.15,3.1,3.2
2014-02-16,Numancia,Cordoba,2.05,3.25,3.75,2.0,3.1,3.6
2014-02-16,Ponferradina,Alcorcon,2.25,3.0,3.5,2.15,3.0,3.3
2014-02-16,Recreativo,Mirandes,1.95,3.4,3.9,1.95,3.2,3.6
2014-02-22,Barcelona B,Recreativo,2.1,3.4,3.4,2.15,3.25,3.1
2014-02-22,Las Palmas,Girona,1.95,3.3,4.0,2.0,3.25,3.4
2014-02-22,Mirandes,Mallorca,2.63,3.2,2.7,2.4,3.2,2.7
2014-02-22,Sp Gijon,Alaves,1.67,3.5,5.5,1.67,3.4,4.75
2014-02-23,Alcorcon,La Coruna,2.3,3.1,3.3,2.25,3.0,3.1
2014-02-23,Cordoba,Jaen,2.0,3.2,4.0,1.91,3.25,3.7
2014-02-23,Hercules,Ponferradina,2.1,3.2,3.6,2.05,3.2,3.3
2014-02-23,Lugo,Tenerife,2.2,3.1,3.5,2.1,3.1,3.3
2014-02-23,Murcia,Eibar,2.2,3.1,3.5,2.25,2.95,3.2
2014-02-23,Sabadell,Numancia,2.63,3.1,2.8,2.6,3.0,2.6
2014-02-23,Zaragoza,Real Madrid B,2.1,3.3,3.5,1.91,3.3,3.6
2014-03-01,Alaves,Alcorcon,2.4,3.2,3.0,2.45,3.0,2.8
2014-03-01,Mallorca,Barcelona B,1.95,3.3,4.0,1.91,3.5,3.4
2014-03-01,Real Madrid B,Tenerife,2.0,3.4,3.75,1.95,3.3,3.5
2014-03-01,Recreativo,Zaragoza,2.2,3.25,3.3,1.95,3.3,3.5
2014-03-02,Eibar,Sp Gijon,2.6,3.2,2.75,2.35,3.0,2.9
2014-03-02,Girona,Cordoba,2.25,3.2,3.3,2.1,3.2,3.2
2014-03-02,Jaen,Sabadell,1.95,3.2,4.2,1.87,3.3,3.8
2014-03-02,La Coruna,Hercules,1.75,3.5,4.75,1.72,3.3,4.6
2014-03-02,Las Palmas,Lugo,1.91,3.3,4.2,1.83,3.25,4.0
2014-03-02,Numancia,Murcia,2.0,3.2,4.0,2.05,3.1,3.4
2014-03-02,Ponferradina,Mirandes,2.0,3.2,4.0,2.05,3.2,3.3
2014-03-08,Alcorcon,Eibar,2.05,3.2,3.8,2.1,3.0,3.4
2014-03-08,Cordoba,Las Palmas,2.25,3.1,3.4,2.15,3.1,3.2
2014-03-08,Mirandes,La Coruna,3.1,3.1,2.38,3.1,2.9,2.3
2014-03-08,Sabadell,Girona,2.3,3.1,3.25,2.35,3.1,2.85
2014-03-09,Barcelona B,Ponferradina,2.0,3.3,3.8,1.95,3.25,3.6
2014-03-09,Hercules,Alaves,1.91,3.25,4.2,1.95,3.25,3.6
2014-03-09,Lugo,Real Madrid B,2.4,3.2,3.0,2.25,3.2,2.9
2014-03-09,Murcia,Jaen,2.0,3.2,4.0,1.95,3.1,3.75
2014-03-09,Sp Gijon,Numancia,1.91,3.2,4.33,1.85,3.1,4.2
2014-03-09,Tenerife,Recreativo,2.1,3.1,3.75,2.15,3.1,3.2
2014-03-09,Zaragoza,Mallorca,2.15,3.3,3.4,2.15,3.2,3.1
2014-03-15,Alaves,Mirandes,2.0,3.2,4.0,2.0,3.1,3.6
2014-03-15,Jaen,Sp Gijon,3.0,3.2,2.38,3.0,3.1,2.25
2014-03-15,La Coruna,Barcelona B,1.83,3.5,4.33,1.8,3.4,4.0
2014-03-15,Las Palmas,Sabadell,1.75,3.5,4.75,1.75,3.3,4.4
2014-03-15,Recreativo,Real Madrid B,2.4,3.2,3.0,2.15,3.1,3.2
2014-03-16,Cordoba,Lugo,2.0,3.1,4.2,1.95,3.0,4.0
2014-03-16,Eibar,Hercules,2.0,3.2,4.0,1.85,3.3,3.9
2014-03-16,Girona,Murcia,2.2,3.1,3.5,2.2,3.0,3.25
2014-03-16,Mallorca,Tenerife,1.83,3.5,4.33,1.83,3.3,4.0
2014-03-16,Numancia,Alcorcon,2.1,3.1,3.8,2.05,3.1,3.4
2014-03-16,Ponferradina,Zaragoza,2.2,3.2,3.4,2.25,3.1,3.0
2014-03-22,Alcorcon,Jaen,1.83,3.4,4.5,1.78,3.1,4.6
2014-03-22,Barcelona B,Alaves,1.91,3.5,4.0,1.85,3.4,3.8
2014-03-22,Lugo,Recreativo,2.3,3.1,3.3,2.35,2.95,3.0
2014-03-22,Mirandes,Eibar,2.38,3.0,3.25,2.45,2.85,2.9
2014-03-22,Murcia,Las Palmas,2.4,3.1,3.1,2.3,2.95,3.1
2014-03-22,Sabadell,Cordoba,2.2,3.1,3.5,2.1,3.0,3.4
2014-03-23,Hercules,Numancia,2.3,3.2,3.1,2.35,2.95,2.95
2014-03-23,Real Madrid B,Mallorca,2.25,3.2,3.3,2.2,3.25,3.0
2014-03-23,Sp Gijon,Girona,1.62,3.8,5.5,1.57,3.5,5.5
2014-03-23,Tenerife,Ponferradina,2.05,3.2,3.8,1.95,3.1,3.8
2014-03-23,Zaragoza,La Coruna,2.63,3.0,2.88,2.45,3.1,2.7
2014-03-29,Cordoba,Murcia,2.2,3.2,3.4,2.15,3.0,3.3
2014-03-29,Eibar,Barcelona B,2.0,3.5,3.6,1.95,3.2,3.6
2014-03-29,La Coruna,Tenerife,1.95,3.4,3.9,1.83,3.3,4.0
2014-03-29,Mallorca,Recreativo,1.85,3.5,4.2,1.83,3.25,4.0
2014-03-29,Numancia,Mirandes,1.85,3.4,4.33,1.87,3.0,4.33
2014-03-29,Ponferradina,Real Madrid B,2.25,3.2,3.2,2.3,3.1,2.9
2014-03-30,Alaves,Zaragoza,2.38,3.2,3.1,2.45,3.2,2.65
2014-03-30,Girona,Alcorcon,2.38,3.1,3.1,2.4,3.1,2.75
2014-03-30,Jaen,Hercules,2.15,3.3,3.4,2.15,3.1,3.2
2014-03-30,Las Palmas,Sp Gijon,2.38,3.25,3.0,2.2,3.2,3.0
2014-03-30,Sabadell,Lugo,2.05,3.3,3.6,2.05,3.2,3.3
2014-04-05,Alcorcon,Las Palmas,2.4,3.1,3.0,2.4,3.1,2.8
2014-04-05,Murcia,Sabadell,1.95,3.3,4.0,1.9,3.25,3.8
2014-04-05,Real Madrid B,La Coruna,2.2,3.3,3.3,2.1,3.3,3.1
2014-04-06,Barcelona B,Numancia,2.05,3.3,3.6,2.0,3.1,3.6
2014-04-06,Hercules,Girona,2.05,3.4,3.5,1.91,3.3,3.6
2014-04-06,Lugo,Mallorca,2.55,3.2,2.8,2.4,3.0,2.85
2014-04-06,Mirandes,Jaen,2.0,3.2,4.0,1.95,3.2,3.7
2014-04-06,Recreativo,Ponferradina,2.1,3.25,3.5,1.95,3.2,3.7
2014-04-06,Sp Gijon,Cordoba,1.62,3.75,5.5,1.62,3.5,5.0
2014-04-06,Tenerife,Alaves,1.75,3.5,4.75,1.83,3.25,4.1
2014-04-06,Zaragoza,Eibar,2.3,3.25,3.1,2.25,3.2,2.95
2014-04-12,Girona,Mirandes,2.0,3.3,3.8,2.0,3.2,3.5
2014-04-12,Las Palmas,Hercules,1.75,3.4,5.0,1.72,3.25,4.75
2014-04-12,Numancia,Zaragoza,2.15,3.1,3.6,2.05,3.0,3.6
2014-04-12,Sabadell,Sp Gijon,3.1,3.1,2.38,2.55,3.2,2.55
2014-04-13,Alaves,Real Madrid B,2.45,3.1,3.0,2.35,3.2,2.8
2014-04-13,Cordoba,Alcorcon,2.3,3.1,3.3,2.4,2.9,2.95
2014-04-13,Eibar,Tenerife,2.05,3.1,4.0,2.0,3.2,3.5
2014-04-13,Jaen,Barcelona B,2.2,3.3,3.25,2.15,3.1,3.2
2014-04-13,La Coruna,Recreativo,1.8,3.25,5.0,1.78,3.1,4.6
2014-04-13,Murcia,Lugo,2.0,3.1,4.2,1.95,2.95,4.0
2014-04-13,Ponferradina,Mallorca,2.4,3.2,3.0,2.45,3.2,2.65
2014-04-19,Barcelona B,Girona,2.15,3.4,3.3,2.05,3.3,3.25
2014-04-19,Hercules,Cordoba,2.05,3.5,3.4,2.05,3.2,3.3
2014-04-19,Lugo,Ponferradina,2.2,3.2,3.4,2.0,3.25,3.4
2014-04-19,Mirandes,Las Palmas,2.75,3.4,2.45,2.55,3.2,2.55
2014-04-19,Real Madrid B,Eibar,2.1,3.6,3.2,2.1,3.2,3.25
