date,home_team,away_team,League,B365H,B365D,B365A,BWH,BWD,BWA,competition_id
2024-04-28,M'gladbach,Union Berlin,"Bundesliga, Germany (L1)",2.3,3.5,3.0,2.25,3.4,3.1,L1
2024-04-28,Mainz,FC Koln,"Bundesliga, Germany (L1)",1.55,4.33,6.0,1.55,4.2,5.75,L1
2024-04-28,Darmstadt,Heidenheim,"Bundesliga, Germany (L1)",3.3,3.75,2.1,3.25,3.7,2.1,L1
2024-05-03,Hoffenheim,RB Leipzig,"Bundesliga, Germany (L1)",5.25,5.0,1.5,5.25,5.0,1.5,L1
2024-05-04,Dortmund,Augsburg,"Bundesliga, Germany (L1)",1.85,4.33,3.6,1.8,4.33,3.7,L1
2024-05-04,Stuttgart,Bayern Munich,"Bundesliga, Germany (L1)",2.1,4.0,3.1,2.15,3.8,3.0,L1
2024-05-04,Werder Bremen,M'gladbach,"Bundesliga, Germany (L1)",2.25,3.75,3.0,2.25,3.8,2.85,L1
2024-05-04,Wolfsburg,Darmstadt,"Bundesliga, Germany (L1)",1.4,5.0,8.0,1.4,5.0,7.25,L1
2024-05-04,FC Koln,Freiburg,"Bundesliga, Germany (L1)",2.3,3.75,2.88,2.25,3.6,2.9,L1
2024-05-05,Union Berlin,Bochum,"Bundesliga, Germany (L1)",1.95,3.5,4.0,1.95,3.4,4.0,L1
2024-05-05,Ein Frankfurt,Leverkusen,"Bundesliga, Germany (L1)",3.2,3.5,2.2,3.0,3.5,2.25,L1
2024-05-05,Heidenheim,Mainz,"Bundesliga, Germany (L1)",3.0,3.5,2.3,2.9,3.6,2.3,L1
2024-05-10,Augsburg,Stuttgart,"Bundesliga, Germany (L1)",4.0,4.2,1.75,3.8,4.33,1.77,L1
2024-05-11,FC Koln,Union Berlin,"Bundesliga, Germany (L1)",2.8,3.3,2.55,2.75,3.4,2.5,L1
2024-05-11,Freiburg,Heidenheim,"Bundesliga, Germany (L1)",1.7,4.0,4.5,1.77,3.9,4.33,L1
2024-05-11,M'gladbach,Ein Frankfurt,"Bundesliga, Germany (L1)",2.45,3.75,2.63,2.45,3.7,2.6,L1
2024-05-11,RB Leipzig,Werder Bremen,"Bundesliga, Germany (L1)",1.29,6.5,8.0,1.3,6.25,8.25,L1
2024-05-11,Mainz,Dortmund,"Bundesliga, Germany (L1)",2.2,3.6,3.1,2.25,3.8,2.85,L1
2024-05-12,Darmstadt,Hoffenheim,"Bundesliga, Germany (L1)",4.75,4.5,1.62,4.2,4.5,1.68,L1
2024-05-12,Bayern Munich,Wolfsburg,"Bundesliga, Germany (L1)",1.33,6.0,7.5,1.36,5.5,7.25,L1
2024-05-12,Bochum,Leverkusen,"Bundesliga, Germany (L1)",4.2,4.33,1.7,4.2,4.2,1.73,L1
2024-05-18,Dortmund,Darmstadt,"Bundesliga, Germany (L1)",1.17,8.5,13.0,1.17,8.75,13.5,L1
2024-05-18,Ein Frankfurt,RB Leipzig,"Bundesliga, Germany (L1)",2.8,3.8,2.3,2.7,3.75,2.35,L1
2024-05-18,Heidenheim,FC Koln,"Bundesliga, Germany (L1)",2.3,4.0,2.7,2.35,3.9,2.65,L1
2024-05-18,Hoffenheim,Bayern Munich,"Bundesliga, Germany (L1)",2.88,4.5,2.0,3.0,4.33,2.0,L1
2024-05-18,Leverkusen,Augsburg,"Bundesliga, Germany (L1)",1.3,6.0,9.0,1.27,6.5,8.75,L1
2024-05-18,Stuttgart,M'gladbach,"Bundesliga, Germany (L1)",1.29,6.25,8.5,1.28,6.5,8.5,L1
2024-05-18,Union Berlin,Freiburg,"Bundesliga, Germany (L1)",2.1,3.4,3.5,2.1,3.4,3.4,L1
2024-05-18,Werder Bremen,Bochum,"Bundesliga, Germany (L1)",2.38,3.6,2.8,2.45,3.6,2.7,L1
2024-05-18,Wolfsburg,Mainz,"Bundesliga, Germany (L1)",3.2,3.5,2.2,3.1,3.6,2.2,L1
2023-08-11,Burnley,Man City,"Premier League, England (GB1)",8.0,5.5,1.33,8.75,5.25,1.34,GB1
2023-08-12,Arsenal,Nott'm Forest,"Premier League, England (GB1)",1.18,7.0,15.0,1.17,7.5,15.5,GB1
2023-08-12,Bournemouth,West Ham,"Premier League, England (GB1)",2.7,3.4,2.55,2.65,3.4,2.55,GB1
2023-08-12,Brighton,Luton,"Premier League, England (GB1)",1.33,5.5,9.0,1.32,5.5,9.0,GB1
2023-08-12,Everton,Fulham,"Premier League, England (GB1)",2.2,3.4,3.3,2.2,3.4,3.25,GB1
2023-08-12,Sheffield United,Crystal Palace,"Premier League, England (GB1)",3.0,3.3,2.38,3.0,3.25,2.4,GB1
2023-08-12,Newcastle,Aston Villa,"Premier League, England (GB1)",1.75,3.75,4.6,1.73,3.9,4.4,GB1
2023-08-13,Brentford,Tottenham,"Premier League, England (GB1)",2.75,3.4,2.45,2.7,3.6,2.45,GB1
2023-08-13,Chelsea,Liverpool,"Premier League, England (GB1)",2.9,3.4,2.38,2.8,3.6,2.35,GB1
2023-08-14,Man United,Wolves,"Premier League, England (GB1)",1.33,5.5,9.0,1.3,5.75,9.5,GB1
2023-08-18,Nott'm Forest,Sheffield United,"Premier League, England (GB1)",1.95,3.4,4.0,1.93,3.4,4.1,GB1
2023-08-19,Fulham,Brentford,"Premier League, England (GB1)",2.7,3.3,2.63,2.65,3.4,2.6,GB1
2023-08-19,Liverpool,Bournemouth,"Premier League, England (GB1)",1.2,7.0,13.0,1.23,6.5,13.0,GB1
2023-08-19,Wolves,Brighton,"Premier League, England (GB1)",4.0,3.8,1.85,3.75,3.75,1.9,GB1
2023-08-19,Tottenham,Man United,"Premier League, England (GB1)",2.8,3.6,2.38,2.8,3.6,2.3,GB1
2023-08-19,Man City,Newcastle,"Premier League, England (GB1)",1.67,4.0,5.0,1.68,4.0,4.75,GB1
2023-08-20,Aston Villa,Everton,"Premier League, England (GB1)",1.7,4.0,4.5,1.66,3.9,5.0,GB1
2023-08-20,West Ham,Chelsea,"Premier League, England (GB1)",3.75,3.5,2.0,3.75,3.6,1.95,GB1
2023-08-21,Crystal Palace,Arsenal,"Premier League, England (GB1)",5.5,4.0,1.6,5.75,4.1,1.57,GB1
2023-08-25,Chelsea,Luton,"Premier League, England (GB1)",1.29,5.5,11.0,1.31,5.5,9.5,GB1
2023-08-26,Bournemouth,Tottenham,"Premier League, England (GB1)",3.8,3.75,1.91,3.5,3.9,1.93,GB1
2023-08-26,Arsenal,Fulham,"Premier League, England (GB1)",1.2,7.0,13.0,1.22,6.75,12.5,GB1
2023-08-26,Brentford,Crystal Palace,"Premier League, England (GB1)",2.15,3.4,3.5,2.1,3.4,3.6,GB1
2023-08-26,Everton,Wolves,"Premier League, England (GB1)",2.3,3.3,3.2,2.3,3.3,3.1,GB1
2023-08-26,Man United,Nott'm Forest,"Premier League, England (GB1)",1.3,6.0,8.0,1.31,5.75,8.75,GB1
2023-08-26,Brighton,West Ham,"Premier League, England (GB1)",1.53,4.75,5.25,1.52,4.6,5.5,GB1
2023-08-27,Burnley,Aston Villa,"Premier League, England (GB1)",3.4,3.4,2.15,3.3,3.5,2.15,GB1
2023-08-27,Sheffield United,Man City,"Premier League, England (GB1)",13.0,8.0,1.17,16.0,7.0,1.19,GB1
2023-08-27,Newcastle,Liverpool,"Premier League, England (GB1)",2.2,3.75,3.0,2.2,3.9,2.95,GB1
2023-09-01,Luton,West Ham,"Premier League, England (GB1)",4.75,3.8,1.73,4.5,3.8,1.75,GB1
2023-09-02,Sheffield United,Everton,"Premier League, England (GB1)",2.9,3.25,2.5,3.0,3.1,2.45,GB1
2023-09-02,Brentford,Bournemouth,"Premier League, England (GB1)",1.73,3.8,4.75,1.66,4.1,4.75,GB1
2023-09-02,Burnley,Tottenham,"Premier League, England (GB1)",3.6,4.0,1.85,3.8,3.9,1.85,GB1
2023-09-02,Chelsea,Nott'm Forest,"Premier League, England (GB1)",1.4,4.5,8.5,1.37,5.0,7.75,GB1
2023-09-02,Man City,Fulham,"Premier League, England (GB1)",1.17,8.0,15.0,1.16,8.5,16.5,GB1
2023-09-02,Brighton,Newcastle,"Premier League, England (GB1)",2.5,3.8,2.55,2.6,3.75,2.45,GB1
2023-09-03,Crystal Palace,Wolves,"Premier League, England (GB1)",1.91,3.3,4.33,1.9,3.4,4.2,GB1
2023-09-03,Liverpool,Aston Villa,"Premier League, England (GB1)",1.65,4.5,4.5,1.66,4.4,4.4,GB1
2023-09-03,Arsenal,Man United,"Premier League, England (GB1)",1.75,3.8,4.5,1.75,4.0,4.2,GB1
2023-09-16,Wolves,Liverpool,"Premier League, England (GB1)",6.0,5.0,1.45,6.25,4.8,1.46,GB1
2023-09-16,Aston Villa,Crystal Palace,"Premier League, England (GB1)",1.91,3.6,4.0,1.9,3.6,3.9,GB1
2023-09-16,Fulham,Luton,"Premier League, England (GB1)",1.67,3.75,5.5,1.66,3.9,5.0,GB1
2023-09-16,Man United,Brighton,"Premier League, England (GB1)",2.15,4.0,2.88,2.15,3.9,2.95,GB1
2023-09-16,Tottenham,Sheffield United,"Premier League, England (GB1)",1.29,5.5,11.0,1.28,6.0,9.75,GB1
2023-09-16,West Ham,Man City,"Premier League, England (GB1)",7.0,4.5,1.45,6.25,4.6,1.49,GB1
2023-09-16,Newcastle,Brentford,"Premier League, England (GB1)",1.53,4.2,6.0,1.55,4.2,5.75,GB1
2023-09-17,Bournemouth,Chelsea,"Premier League, England (GB1)",4.33,3.75,1.8,4.2,4.0,1.75,GB1
2023-09-17,Everton,Arsenal,"Premier League, England (GB1)",6.0,4.5,1.5,5.75,4.5,1.52,GB1
2023-09-18,Nott'm Forest,Burnley,"Premier League, England (GB1)",2.2,3.5,3.25,2.2,3.5,3.1,GB1
2023-09-23,Crystal Palace,Fulham,"Premier League, England (GB1)",1.91,3.4,4.2,1.88,3.5,4.1,GB1
2023-09-23,Luton,Wolves,"Premier League, England (GB1)",3.25,3.4,2.2,3.25,3.4,2.2,GB1
2023-09-23,Man City,Nott'm Forest,"Premier League, England (GB1)",1.14,8.5,15.0,1.15,8.25,18.0,GB1
2023-09-23,Brentford,Everton,"Premier League, England (GB1)",1.8,3.8,4.2,1.77,3.7,4.5,GB1
2023-09-23,Burnley,Man United,"Premier League, England (GB1)",4.2,4.2,1.73,4.33,4.0,1.73,GB1
2023-09-24,Arsenal,Tottenham,"Premier League, England (GB1)",1.67,4.33,4.33,1.72,4.2,4.2,GB1
2023-09-24,Brighton,Bournemouth,"Premier League, England (GB1)",1.36,5.25,7.5,1.36,5.5,7.25,GB1
2023-09-24,Chelsea,Aston Villa,"Premier League, England (GB1)",1.91,3.75,3.8,1.88,3.8,3.8,GB1
2023-09-24,Liverpool,West Ham,"Premier League, England (GB1)",1.4,5.0,7.0,1.39,5.25,6.75,GB1
2023-09-24,Sheffield United,Newcastle,"Premier League, England (GB1)",7.0,4.75,1.44,6.75,4.6,1.44,GB1
2023-09-30,Aston Villa,Brighton,"Premier League, England (GB1)",2.55,3.75,2.55,2.45,3.9,2.55,GB1
2023-09-30,Bournemouth,Arsenal,"Premier League, England (GB1)",5.5,4.5,1.53,5.75,4.6,1.51,GB1
2023-09-30,Everton,Luton,"Premier League, England (GB1)",1.57,3.8,6.5,1.6,3.9,5.75,GB1
2023-09-30,Man United,Crystal Palace,"Premier League, England (GB1)",1.55,4.2,5.75,1.55,4.2,5.75,GB1
2023-09-30,Newcastle,Burnley,"Premier League, England (GB1)",1.3,5.75,9.0,1.31,5.5,9.25,GB1
2023-09-30,West Ham,Sheffield United,"Premier League, England (GB1)",1.45,4.5,7.0,1.46,4.6,6.75,GB1
2023-09-30,Wolves,Man City,"Premier League, England (GB1)",8.0,5.75,1.33,8.75,5.5,1.32,GB1
2023-09-30,Tottenham,Liverpool,"Premier League, England (GB1)",2.9,4.0,2.15,2.9,4.0,2.15,GB1
2023-10-01,Nott'm Forest,Brentford,"Premier League, England (GB1)",2.75,3.1,2.7,2.75,3.25,2.6,GB1
2023-10-02,Fulham,Chelsea,"Premier League, England (GB1)",3.6,3.5,2.05,3.5,3.5,2.05,GB1
2023-10-03,Luton,Burnley,"Premier League, England (GB1)",2.9,3.0,2.63,2.85,3.1,2.55,GB1
2023-10-07,Luton,Tottenham,"Premier League, England (GB1)",6.0,4.75,1.45,6.25,4.75,1.47,GB1
2023-10-07,Burnley,Chelsea,"Premier League, England (GB1)",4.5,3.8,1.73,4.75,3.9,1.7,GB1
2023-10-07,Everton,Bournemouth,"Premier League, England (GB1)",1.91,3.6,3.8,1.95,3.6,3.7,GB1
2023-10-07,Fulham,Sheffield United,"Premier League, England (GB1)",1.62,3.8,6.0,1.63,4.0,5.75,GB1
2023-10-07,Man United,Brentford,"Premier League, England (GB1)",1.67,4.2,4.75,1.63,4.2,4.8,GB1
2023-10-07,Crystal Palace,Nott'm Forest,"Premier League, England (GB1)",2.2,3.1,3.6,2.2,3.2,3.4,GB1
2023-10-08,Brighton,Liverpool,"Premier League, England (GB1)",3.0,3.8,2.2,2.95,4.0,2.15,GB1
2023-10-08,West Ham,Newcastle,"Premier League, England (GB1)",3.2,3.75,2.1,3.1,3.6,2.15,GB1
2023-10-08,Wolves,Aston Villa,"Premier League, England (GB1)",3.5,3.4,2.1,3.4,3.6,2.05,GB1
2023-10-08,Arsenal,Man City,"Premier League, England (GB1)",2.9,3.3,2.4,2.85,3.5,2.4,GB1
2023-10-21,Liverpool,Everton,"Premier League, England (GB1)",1.33,5.75,7.5,1.36,5.25,7.75,GB1
2023-10-21,Bournemouth,Wolves,"Premier League, England (GB1)",2.38,3.4,3.0,2.37,3.4,2.87,GB1
2023-10-21,Brentford,Burnley,"Premier League, England (GB1)",1.83,3.75,4.2,1.8,3.6,4.5,GB1
2023-10-21,Man City,Brighton,"Premier League, England (GB1)",1.4,5.25,6.5,1.41,5.25,6.5,GB1
2023-10-21,Newcastle,Crystal Palace,"Premier League, England (GB1)",1.45,4.5,7.0,1.47,4.33,7.0,GB1
2023-10-21,Nott'm Forest,Luton,"Premier League, England (GB1)",1.67,3.75,5.5,1.65,3.75,5.5,GB1
2023-10-21,Chelsea,Arsenal,"Premier League, England (GB1)",3.2,3.4,2.25,3.1,3.4,2.2,GB1
2023-10-21,Sheffield United,Man United,"Premier League, England (GB1)",6.5,5.25,1.4,7.0,4.75,1.43,GB1
2023-10-22,Aston Villa,West Ham,"Premier League, England (GB1)",1.85,3.6,4.0,1.9,3.7,3.75,GB1
2023-10-23,Tottenham,Fulham,"Premier League, England (GB1)",1.5,4.5,6.0,1.5,4.6,5.75,GB1
2023-10-27,Crystal Palace,Tottenham,"Premier League, England (GB1)",4.5,3.75,1.75,4.5,3.7,1.77,GB1
2023-10-28,Chelsea,Brentford,"Premier League, England (GB1)",1.65,4.0,5.25,1.61,4.1,5.25,GB1
2023-10-28,Arsenal,Sheffield United,"Premier League, England (GB1)",1.13,8.5,19.0,1.13,9.25,19.5,GB1
2023-10-28,Bournemouth,Burnley,"Premier League, England (GB1)",2.15,3.5,3.3,2.1,3.6,3.25,GB1
2023-10-28,Wolves,Newcastle,"Premier League, England (GB1)",4.2,4.0,1.75,4.33,3.9,1.77,GB1
2023-10-29,West Ham,Everton,"Premier League, England (GB1)",2.15,3.5,3.3,2.1,3.6,3.25,GB1
2023-10-29,Aston Villa,Luton,"Premier League, England (GB1)",1.25,6.5,9.5,1.25,6.25,11.0,GB1
2023-10-29,Brighton,Fulham,"Premier League, England (GB1)",1.55,4.2,5.5,1.52,4.6,5.5,GB1
2023-10-29,Liverpool,Nott'm Forest,"Premier League, England (GB1)",1.29,5.75,11.0,1.27,6.25,9.75,GB1
2023-10-29,Man United,Man City,"Premier League, England (GB1)",5.0,3.8,1.67,4.75,4.0,1.68,GB1
2023-11-04,Fulham,Man United,"Premier League, England (GB1)",3.2,3.6,2.2,3.2,3.6,2.15,GB1
2023-11-04,Brentford,West Ham,"Premier League, England (GB1)",2.05,3.6,3.5,2.05,3.6,3.4,GB1
2023-11-04,Burnley,Crystal Palace,"Premier League, England (GB1)",2.75,3.25,2.6,2.75,3.2,2.65,GB1
2023-11-04,Everton,Brighton,"Premier League, England (GB1)",3.1,3.6,2.2,,,,GB1
2023-11-04,Man City,Bournemouth,"Premier League, England (GB1)",1.1,11.0,19.0,1.1,11.5,21.0,GB1
2023-11-04,Sheffield United,Wolves,"Premier League, England (GB1)",3.8,3.5,2.0,3.6,3.6,1.98,GB1
2023-11-04,Newcastle,Arsenal,"Premier League, England (GB1)",2.8,3.2,2.6,2.8,3.4,2.45,GB1
2023-11-05,Nott'm Forest,Aston Villa,"Premier League, England (GB1)",4.2,3.75,1.85,3.9,3.75,1.87,GB1
2023-11-05,Luton,Liverpool,"Premier League, England (GB1)",12.0,6.5,1.22,10.5,6.5,1.25,GB1
2023-11-06,Tottenham,Chelsea,"Premier League, England (GB1)",2.0,3.75,3.5,2.1,3.6,3.2,GB1
2023-11-11,Wolves,Tottenham,"Premier League, England (GB1)",3.1,3.75,2.2,3.1,3.6,2.2,GB1
2023-11-11,Arsenal,Burnley,"Premier League, England (GB1)",1.18,7.0,17.0,1.2,7.25,14.0,GB1
2023-11-11,Crystal Palace,Everton,"Premier League, England (GB1)",2.45,3.2,3.0,2.4,3.2,3.0,GB1
2023-11-11,Man United,Luton,"Premier League, England (GB1)",1.33,5.25,9.5,1.35,5.25,8.5,GB1
2023-11-11,Bournemouth,Newcastle,"Premier League, England (GB1)",4.75,4.0,1.73,4.8,3.9,1.68,GB1
2023-11-12,Aston Villa,Fulham,"Premier League, England (GB1)",1.57,4.2,5.5,1.57,4.1,5.5,GB1
2023-11-12,Brighton,Sheffield United,"Premier League, England (GB1)",1.25,5.75,13.0,1.23,6.5,12.0,GB1
2023-11-12,Liverpool,Brentford,"Premier League, England (GB1)",1.4,5.0,6.5,1.4,5.0,7.0,GB1
2023-11-12,West Ham,Nott'm Forest,"Premier League, England (GB1)",1.85,3.6,4.0,1.87,3.6,4.1,GB1
2023-11-12,Chelsea,Man City,"Premier League, England (GB1)",5.0,3.7,1.73,4.8,3.7,1.73,GB1
2023-11-25,Man City,Liverpool,"Premier League, England (GB1)",1.73,4.2,4.2,1.72,4.2,4.2,GB1
2023-11-25,Burnley,West Ham,"Premier League, England (GB1)",3.4,3.5,2.05,3.4,3.6,2.05,GB1
2023-11-25,Luton,Crystal Palace,"Premier League, England (GB1)",3.6,3.3,2.1,3.5,3.3,2.15,GB1
2023-11-25,Newcastle,Chelsea,"Premier League, England (GB1)",2.55,3.5,2.63,2.5,3.5,2.65,GB1
2023-11-25,Nott'm Forest,Brighton,"Premier League, England (GB1)",3.2,3.6,2.15,3.0,3.6,2.2,GB1
2023-11-25,Sheffield United,Bournemouth,"Premier League, England (GB1)",3.2,3.5,2.2,3.1,3.5,2.2,GB1
2023-11-25,Brentford,Arsenal,"Premier League, England (GB1)",4.5,3.75,1.75,4.5,3.75,1.75,GB1
2023-11-26,Tottenham,Aston Villa,"Premier League, England (GB1)",2.3,3.8,2.8,2.3,3.8,2.75,GB1
2023-11-26,Everton,Man United,"Premier League, England (GB1)",2.7,3.4,2.55,2.75,3.5,2.45,GB1
2023-11-27,Fulham,Wolves,"Premier League, England (GB1)",2.38,3.3,3.0,2.35,3.3,3.0,GB1
2023-12-02,Arsenal,Wolves,"Premier League, England (GB1)",1.25,5.5,12.0,1.27,6.0,10.5,GB1
2023-12-02,Brentford,Luton,"Premier League, England (GB1)",1.45,4.5,6.5,1.46,4.6,6.5,GB1
2023-12-02,Burnley,Sheffield United,"Premier League, England (GB1)",1.8,3.6,4.5,1.8,3.7,4.33,GB1
2023-12-02,Nott'm Forest,Everton,"Premier League, England (GB1)",2.75,3.25,2.6,2.75,3.3,2.55,GB1
2023-12-02,Newcastle,Man United,"Premier League, England (GB1)",1.91,3.75,3.8,1.9,3.75,3.7,GB1
2023-12-03,Bournemouth,Aston Villa,"Premier League, England (GB1)",3.4,4.0,1.95,3.3,3.9,2.0,GB1
2023-12-03,Chelsea,Brighton,"Premier League, England (GB1)",1.73,4.2,4.2,1.7,4.1,4.33,GB1
2023-12-03,Liverpool,Fulham,"Premier League, England (GB1)",1.25,6.5,9.0,1.25,6.25,11.0,GB1
2023-12-03,West Ham,Crystal Palace,"Premier League, England (GB1)",2.0,3.5,3.8,1.98,3.5,3.7,GB1
2023-12-03,Man City,Tottenham,"Premier League, England (GB1)",1.29,6.0,9.0,1.3,6.0,8.75,GB1
2023-12-05,Wolves,Burnley,"Premier League, England (GB1)",1.85,3.6,4.2,1.85,3.6,4.2,GB1
2023-12-05,Luton,Arsenal,"Premier League, England (GB1)",17.0,7.0,1.18,14.0,6.5,1.22,GB1
2023-12-06,Brighton,Brentford,"Premier League, England (GB1)",1.91,3.8,3.75,1.9,3.8,3.7,GB1
2023-12-06,Crystal Palace,Bournemouth,"Premier League, England (GB1)",2.25,3.5,3.1,2.2,3.4,3.2,GB1
2023-12-06,Fulham,Nott'm Forest,"Premier League, England (GB1)",2.0,3.4,3.75,2.0,3.4,3.7,GB1
2023-12-06,Sheffield United,Liverpool,"Premier League, England (GB1)",12.0,7.5,1.2,12.5,7.5,1.2,GB1
2023-12-06,Aston Villa,Man City,"Premier League, England (GB1)",4.75,4.2,1.7,4.2,4.2,1.73,GB1
2023-12-06,Man United,Chelsea,"Premier League, England (GB1)",2.88,3.4,2.45,2.8,3.6,2.35,GB1
2023-12-07,Everton,Newcastle,"Premier League, England (GB1)",3.25,3.25,2.25,3.0,3.4,2.3,GB1
2023-12-07,Tottenham,West Ham,"Premier League, England (GB1)",1.75,4.2,4.2,1.78,4.1,3.9,GB1
2023-12-09,Crystal Palace,Liverpool,"Premier League, England (GB1)",6.0,4.5,1.5,6.0,4.4,1.51,GB1
2023-12-09,Brighton,Burnley,"Premier League, England (GB1)",1.5,4.75,6.0,,,,GB1
2023-12-09,Man United,Bournemouth,"Premier League, England (GB1)",1.55,4.33,5.75,1.55,4.5,5.25,GB1
2023-12-09,Sheffield United,Brentford,"Premier League, England (GB1)",4.2,3.8,1.75,4.4,3.7,1.78,GB1
2023-12-09,Wolves,Nott'm Forest,"Premier League, England (GB1)",1.85,3.6,4.33,1.85,3.6,4.2,GB1
2023-12-09,Aston Villa,Arsenal,"Premier League, England (GB1)",3.3,3.6,2.1,3.4,3.7,2.05,GB1
2023-12-10,Everton,Chelsea,"Premier League, England (GB1)",3.1,3.5,2.25,2.95,3.6,2.25,GB1
2023-12-10,Fulham,West Ham,"Premier League, England (GB1)",2.38,3.5,2.9,2.37,3.5,2.85,GB1
2023-12-10,Luton,Man City,"Premier League, England (GB1)",17.0,8.0,1.14,16.0,8.5,1.16,GB1
2023-12-10,Tottenham,Newcastle,"Premier League, England (GB1)",2.15,3.8,3.1,2.15,3.8,3.0,GB1
2023-12-15,Nott'm Forest,Tottenham,"Premier League, England (GB1)",4.2,4.2,1.73,4.4,4.0,1.72,GB1
2023-12-16,Chelsea,Sheffield United,"Premier League, England (GB1)",1.22,6.5,13.0,1.23,6.5,12.0,GB1
2023-12-16,Man City,Crystal Palace,"Premier League, England (GB1)",1.18,8.0,13.0,1.18,7.75,15.0,GB1
2023-12-16,Newcastle,Fulham,"Premier League, England (GB1)",1.8,3.8,4.0,1.85,3.8,3.9,GB1
2023-12-16,Burnley,Everton,"Premier League, England (GB1)",3.6,3.4,2.1,3.4,3.4,2.1,GB1
2023-12-17,Arsenal,Brighton,"Premier League, England (GB1)",1.44,5.0,6.0,1.47,4.6,6.25,GB1
2023-12-17,Brentford,Aston Villa,"Premier League, England (GB1)",3.2,3.75,2.1,3.1,3.6,2.15,GB1
2023-12-17,West Ham,Wolves,"Premier League, England (GB1)",2.15,3.5,3.3,2.2,3.5,3.2,GB1
2023-12-17,Liverpool,Man United,"Premier League, England (GB1)",1.3,6.0,8.0,1.31,6.0,8.25,GB1
2023-12-21,Crystal Palace,Brighton,"Premier League, England (GB1)",3.3,3.3,2.15,3.25,3.5,2.15,GB1
2023-12-22,Aston Villa,Sheffield United,"Premier League, England (GB1)",1.22,6.5,12.0,1.25,6.5,10.5,GB1
2023-12-23,West Ham,Man United,"Premier League, England (GB1)",2.6,3.6,2.6,2.55,3.6,2.55,GB1
2023-12-23,Fulham,Burnley,"Premier League, England (GB1)",1.67,3.75,5.25,1.66,4.0,5.0,GB1
2023-12-23,Luton,Newcastle,"Premier League, England (GB1)",4.75,4.2,1.65,5.0,4.1,1.62,GB1
2023-12-23,Nott'm Forest,Bournemouth,"Premier League, England (GB1)",2.75,3.4,2.55,2.8,3.4,2.45,GB1
2023-12-23,Tottenham,Everton,"Premier League, England (GB1)",1.75,4.2,4.0,1.8,4.0,3.9,GB1
2023-12-23,Liverpool,Arsenal,"Premier League, England (GB1)",2.38,3.6,2.8,2.35,3.6,2.8,GB1
2023-12-24,Wolves,Chelsea,"Premier League, England (GB1)",3.75,3.75,1.91,3.6,3.6,1.98,GB1
2023-12-26,Newcastle,Nott'm Forest,"Premier League, England (GB1)",1.5,4.33,5.75,1.5,4.33,6.25,GB1
2023-12-26,Bournemouth,Fulham,"Premier League, England (GB1)",2.15,3.6,3.2,2.2,3.5,3.1,GB1
2023-12-26,Sheffield United,Luton,"Premier League, England (GB1)",2.3,3.3,3.1,2.35,3.25,3.0,GB1
2023-12-26,Burnley,Liverpool,"Premier League, England (GB1)",6.5,5.25,1.4,7.0,5.25,1.39,GB1
2023-12-26,Man United,Aston Villa,"Premier League, England (GB1)",2.6,3.5,2.6,2.45,3.6,2.65,GB1
2023-12-27,Brentford,Wolves,"Premier League, England (GB1)",1.95,3.5,4.2,1.95,3.5,3.8,GB1
2023-12-27,Chelsea,Crystal Palace,"Premier League, England (GB1)",1.67,4.0,5.0,1.65,3.9,5.0,GB1
2023-12-27,Everton,Man City,"Premier League, England (GB1)",5.75,4.0,1.57,5.5,4.1,1.58,GB1
2023-12-28,Brighton,Tottenham,"Premier League, England (GB1)",2.5,3.6,2.6,2.4,3.8,2.6,GB1
2023-12-28,Arsenal,West Ham,"Premier League, England (GB1)",1.33,5.5,7.5,1.33,5.5,9.0,GB1
2023-12-30,Luton,Chelsea,"Premier League, England (GB1)",6.5,4.2,1.5,5.75,4.4,1.53,GB1
2023-12-30,Aston Villa,Burnley,"Premier League, England (GB1)",1.36,5.25,7.5,1.38,5.0,7.75,GB1
2023-12-30,Crystal Palace,Brentford,"Premier League, England (GB1)",2.2,3.3,3.4,2.2,3.25,3.3,GB1
2023-12-30,Man City,Sheffield United,"Premier League, England (GB1)",1.08,11.0,29.0,1.09,12.0,26.0,GB1
2023-12-30,Wolves,Everton,"Premier League, England (GB1)",2.63,3.3,2.7,2.55,3.4,2.7,GB1
2023-12-30,Nott'm Forest,Man United,"Premier League, England (GB1)",3.2,3.6,2.15,3.2,3.6,2.15,GB1
2023-12-31,Fulham,Arsenal,"Premier League, England (GB1)",5.25,4.5,1.55,5.5,4.1,1.58,GB1
2023-12-31,Tottenham,Bournemouth,"Premier League, England (GB1)",1.75,4.2,4.0,1.75,4.2,4.0,GB1
2024-01-01,Liverpool,Newcastle,"Premier League, England (GB1)",1.45,4.5,7.0,1.46,4.8,6.0,GB1
2024-01-02,West Ham,Brighton,"Premier League, England (GB1)",2.45,3.75,2.75,2.4,3.7,2.7,GB1
2024-01-12,Burnley,Luton,"Premier League, England (GB1)",2.0,3.6,3.6,2.0,3.5,3.6,GB1
2024-01-13,Chelsea,Fulham,"Premier League, England (GB1)",1.6,4.2,5.25,1.58,4.33,5.25,GB1
2024-01-13,Newcastle,Man City,"Premier League, England (GB1)",5.5,4.33,1.55,5.25,4.33,1.57,GB1
2024-01-14,Everton,Aston Villa,"Premier League, England (GB1)",2.8,3.5,2.45,2.8,3.6,2.35,GB1
2024-01-14,Man United,Tottenham,"Premier League, England (GB1)",2.2,3.75,3.0,2.15,3.9,2.95,GB1
